product_link,title,brand,price,discount,avg_rating,total_ratings
https://www.flipkart.com/red-tape-athleisure-shoes-women-cultured-round-toe-shape-cushioning-technology-walking/p/itmb3f6c5fe12323?pid=SHOH44BEAEJPSTZC&lid=LSTSHOH44BEAEJPSTZCBCXZAH&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_70&otracker=search&otracker1=search&fm=organic&iid=ad21d811-ec6c-4f34-a186-d308ad1b0514.SHOH44BEAEJPSTZC.SEARCH&ppt=None&ppn=None&ssid=9yo4tfywmo0000001763207668836&qH=32e27b1148959538,Athleisure Shoes for Women | Cultured Round-Toe Shape & Cushioning Technology Walking Shoes For Women,RED TAPE,1461,0.81,4.2,3829
https://www.flipkart.com/off-limits-stussy-w-memory-tech-running-shoes-women/p/itm97464a131d7cd?pid=SHOGW8YDQ9YJUHKG&lid=LSTSHOGW8YDQ9YJUHKGMPNYSZ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_71&otracker=search&otracker1=search&fm=organic&iid=en_sBv0KpJ7SPj8CSUYhc0z7WSqWBAtCUDEocOKdGi8bW5Qe47WzoI2p5HRPOQkS6a-DPx5U9MpyDqDYagN1mkbxg%3D%3D&ppt=None&ppn=None&ssid=9yo4tfywmo0000001763207668836&qH=32e27b1148959538,STUSSY W Running Shoes For Women,OFF LIMITS,1899,0.48,3.6,61
https://www.flipkart.com/avant-aura-running-shoes-superior-traction-anti-skid-lightweight-multi-directional-shoes-women/p/itm850f1825253da?pid=SHOH3ZC3MZSYWN29&lid=LSTSHOH3ZC3MZSYWN29QBJIYW&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_72&otracker=search&otracker1=search&fm=organic&iid=en_sBv0KpJ7SPj8CSUYhc0z7WSqWBAtCUDEocOKdGi8bW6W2qAU-zxYA9mNoSIZETOtnDtZr3kiHSZ8Lg_aMRIJmOvN4Mn-dv-pi277bRzMbnY%3D&ppt=None&ppn=None&ssid=9yo4tfywmo0000001763207668836&qH=32e27b1148959538,"Aura Running Shoes-Superior Traction,Anti Skid, Lightweight, Multi directional Running Shoes For Women",AVANT,889,0.33,4.4,192
https://www.flipkart.com/asian-riya-04-grey-peach-sports-shoes-gym-shoes-casual-shoes-walking-shoes-running-shoes-women/p/itm264cba2032129?pid=SHOFMY6JQDHYAZQC&lid=LSTSHOFMY6JQDHYAZQCFVKH8O&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_73&otracker=search&otracker1=search&fm=organic&iid=ad21d811-ec6c-4f34-a186-d308ad1b0514.SHOFMY6JQDHYAZQC.SEARCH&ppt=None&ppn=None&ssid=9yo4tfywmo0000001763207668836&qH=32e27b1148959538,"Riya-04 Grey Peach Sports Shoes,Gym Shoes,Casual Shoes,Walking Shoes, Running Shoes For Women",asian,647,0.35,4.1,41709
https://www.flipkart.com/vokline-sports-trekking-running-gym-walking-shoes-women/p/itmd28f73dfdbae0?pid=SHOGKRMTAHHJPHU2&lid=LSTSHOGKRMTAHHJPHU2AARVBQ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&spotlightTagId=default_BestsellerId_osp%2Fiko%2Fd20&srno=s_2_74&otracker=search&otracker1=search&fm=organic&iid=ad21d811-ec6c-4f34-a186-d308ad1b0514.SHOGKRMTAHHJPHU2.SEARCH&ppt=None&ppn=None&ssid=9yo4tfywmo0000001763207668836&qH=32e27b1148959538,"Vokline Sports,trekking , Running ,gym Walking Shoes For Women",Vokline,333,0.66,4.1,143319
https://www.flipkart.com/asian-sunshine-01-mauve-casuals-walking-training-running-stylish-walking-shoes-women/p/itm243d92e44467b?pid=SHOGJ44PFPG7VHKH&lid=LSTSHOGJ44PFPG7VHKHPWWSKU&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_75&otracker=search&otracker1=search&fm=organic&iid=ad21d811-ec6c-4f34-a186-d308ad1b0514.SHOGJ44PFPG7VHKH.SEARCH&ppt=None&ppn=None&ssid=9yo4tfywmo0000001763207668836&qH=32e27b1148959538,"Sunshine-01 Mauve Casuals,Walking,Training,Running,Stylish Walking Shoes For Women",asian,659,0.34,4.1,20735
https://www.flipkart.com/asian-mercury-11-navy-sports-gym-walking-training-stylish-running-shoes-women/p/itm9c86b2882cdb8?pid=SHOGPDGU9EVRYWH2&lid=LSTSHOGPDGU9EVRYWH2LRPDC0&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_77&otracker=search&otracker1=search&fm=organic&iid=en_sBv0KpJ7SPj8CSUYhc0z7WSqWBAtCUDEocOKdGi8bW4FgrazrFO1gRumopNhKExkVCdcTBTfKxIS4CTp1c4s2WaRs4JL222ZRV-dN99QnxU%3D&ppt=None&ppn=None&ssid=9yo4tfywmo0000001763207668836&qH=32e27b1148959538,"Mercury-11 Navy Sports,Gym,Walking,Training,Stylish Running Shoes For Women",asian,799,0.23,4.2,98706
https://www.flipkart.com/campus-camp-fleek-running-training-gym-shoes-women-lightweight-comfortable-walking/p/itm4ec6f56e62ead?pid=SHOGHXKDAZHZZZKH&lid=LSTSHOGHXKDAZHZZZKHPJ2TBF&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_78&otracker=search&otracker1=search&fm=organic&iid=en_sBv0KpJ7SPj8CSUYhc0z7WSqWBAtCUDEocOKdGi8bW7xDVa6fOqkBgSeBvvFfASqglPrkYKjXH6Zd7HzdH40gK8iqbiwhGf4dwbXVx7ZSks%3D&ppt=None&ppn=None&ssid=9yo4tfywmo0000001763207668836&qH=32e27b1148959538,"CAMP FLEEK | Running, Training, Gym Shoes for Women | Lightweight Comfortable Walking Shoes For Women",CAMPUS,742,0.42,4.1,236
https://www.flipkart.com/asian-mercury-11-mint-sports-gym-walking-training-stylish-running-shoes-women/p/itmd59c8ace18690?pid=SHOGPDFBQH3XNDNB&lid=LSTSHOGPDFBQH3XNDNBBRIIQR&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_81&otracker=search&otracker1=search&fm=organic&iid=en_WH8iCLl9MnLlUilQW5B3-fHdntZq_VxuvITezpeR3flgxi81ryXRveM_VEm7hzFkqVbnbx9H478XfbsxcE1Ws_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=4cgguamb5s0000001763207670936&qH=32e27b1148959538,"Mercury-11 Mint Sports,Gym,Walking,Training,Stylish Running Shoes For Women",asian,788,0.24,4.2,98706
https://www.flipkart.com/asian-casual-walking-gym-shoes-women-stylish-comfortable-outdoor-breeze-01-women/p/itm67b4039ba4e53?pid=SHOGZ34UATF6RXVG&lid=LSTSHOGZ34UATF6RXVGYLOWCJ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_84&otracker=search&otracker1=search&fm=organic&iid=f4c70154-6d53-4794-8820-2be8c657370f.SHOGZ34UATF6RXVG.SEARCH&ppt=None&ppn=None&ssid=4cgguamb5s0000001763207670936&qH=32e27b1148959538,Casual Walking & Gym Shoes For Women| Stylish and Comfortable Outdoor|Breeze-01 Walking Shoes For Women,asian,780,0.21,4.2,2372
